to wish;wünschen;He wishes for a peaceful life.;Er wünscht sich ein friedliches Leben.
to wonder;sich fragen, wundern;She wonders about the stars at night.;Sie wundert sich nachts über die Sterne.
to work;arbeiten;He works in a busy office.;Er arbeitet in einem belebten Büro.
to worry;sich sorgen, besorgt sein;They worry about the upcoming exam.;Sie machen sich Sorgen wegen der bevorstehenden Prüfung.
to write something;etwas schreiben;She writes a letter to her friend.;Sie schreibt ihrer Freundin einen Brief
affectionate;liebevoll, herzlich;She is affectionate towards her family.;Sie ist liebevoll zu ihrer Familie.
alone;allein;He feels alone in a big city.;Er fühlt sich in einer großen Stadt allein.
ambitious;ehrgeizig;She is ambitious and works hard every day.;Sie ist ehrgeizig und arbeitet jeden Tag hart.
anxious;ängstlich;He feels anxious before an exam.;Er ist ängstlich vor einer Prüfung.
available;verfügbar;The book is available in the library.;Das Buch ist in der Bibliothek verfügbar.
away;weg, fort;They move away from the noisy street.;Sie ziehen vom lauten Straßenlärm weg.
awesome;fantastisch, großartig;The view from the mountain is awesome.;Der Blick vom Berg ist großartig.
bad;schlecht;The weather is bad today.;Das Wetter ist heute schlecht.
beautiful;wunderschön;The garden looks beautiful in spring.;Der Garten sieht im Frühling wunderschön aus.
big;groß;They live in a big house in the suburbs.;Sie wohnen in einem großen Haus am Stadtrand.
black;schwarz;He wears a black shirt every day.;Er trägt jeden Tag ein schwarzes Hemd.
blue;blau;The sky is blue and clear.;Der Himmel ist blau und klar.
bold;frech, dreist;She makes a bold decision every time.;Sie trifft jedes Mal eine freche Entscheidung.
boring;langweilig;The lecture is boring.;Die Vorlesung ist langweilig.
brown;braun;His eyes are a warm shade of brown.;Seine Augen sind in einem warmen Braunton.
calm;ruhig, still, unbewegt;The sea is calm in the early morning.;Das Meer ist am frühen Morgen ruhig.
candid;offen, ehrlich, aufrichtig;He gives a candid answer to every question.;Er gibt auf jede Frage eine offene Antwort.
canny;schlau, geschickt, gerissen;The canny investor makes smart decisions.;Der schlaue Investor trifft kluge Entscheidungen.
careful;vorsichtig;She is careful when crossing the busy street.;Sie ist vorsichtig beim Überqueren der belebten Straße.
central;zentral;The park is in a central location in the city.;Der Park liegt zentral in der Stadt.
certain;sicher, bestimmt;He is certain about his future plans.;Er ist sich seiner Zukunftspläne sicher.
cheap;billig;They buy cheap products at the local market.;Sie kaufen billige Produkte auf dem örtlichen Markt.
chubby;mollig;The baby looks chubby and cute.;Das Baby sieht mollig und niedlich aus.
clean;sauber;The room is clean and organized.;Das Zimmer ist sauber und ordentlich.
clear;klar, deutlich;The instructions are clear and easy to follow.;Die Anweisungen sind klar und leicht zu befolgen.
clever;klug, schlau;The clever student solves problems quickly.;Der kluge Schüler löst Probleme schnell.
close;nah, in der Nähe;The restaurant is close to my house.;Das Restaurant ist in der Nähe meines Hauses.
cloudy;bewölkt, trüb;It is cloudy in the afternoon.;Am Nachmittag ist es bewölkt.
clumsy;ungeschickt, tollpatschig;He is clumsy when he tries to dance.;Er ist tollpatschig, wenn er tanzt.
cold;kalt;The water is cold today.;Das Wasser ist heute kalt.
confident;zuversichtlich;She is confident about her abilities.;Sie ist zuversichtlich in ihren Fähigkeiten.
confusing;verwirrend;The manual is confusing to read.;Die Bedienungsanleitung ist verwirrend.
content;zufrieden;He feels content with his simple life.;Er ist zufrieden mit seinem einfachen Leben.
crooked;schief, schräg;The picture hangs crooked on the wall.;Das Bild hängt schief an der Wand.
curious;neugierig;The child is curious about everything around him.;Das Kind ist neugierig auf alles um sich herum.
current;aktuell, gegenwärtig;The current news is discussed on TV.;Die aktuellen Nachrichten werden im Fernsehen besprochen.
dangerous;gefährlich;The road is dangerous at night.;Die Straße ist nachts gefährlich.
dark;dunkel;The room is dark without a light.;Der Raum ist ohne Licht dunkel.
dead;tot;The battery is dead.;Die Batterie ist tot.
decent;anständig, ehrbar;He is a decent man with good values.;Er ist ein anständiger Mann mit guten Werten.
deep;tief;The lake is deep and mysterious.;Der See ist tief und geheimnisvoll.
delicious;köstlich;The cake tastes delicious.;Der Kuchen schmeckt köstlich.
different;anders, unterschiedlich;Every person is different.;Jeder Mensch ist anders.
dirty;dreckig;The floor is dirty after the party.;Der Boden ist nach der Party dreckig.
dishonest;verlogen;He is known to be dishonest in business.;Er ist im Geschäft dafür bekannt, verlogen zu sein.
dry;trocken;The towel is completely dry now.;Das Handtuch ist jetzt völlig trocken.
dull;langweilig, glanzlos;The movie is dull and uninteresting.;Der Film ist langweilig und uninteressant.
eager;eifrig;She is eager to start her new job.;Sie ist eifrig, ihren neuen Job zu beginnen.
early;früh;He wakes up early every morning.;Er steht jeden Morgen früh auf.
easy;leicht, einfach;The test is easy for her.;Der Test ist für sie einfach.
educated;gebildet;She is well educated and articulate.;Sie ist gut gebildet und wortgewandt.
empty;leer;The box is empty.;Die Schachtel ist leer.
energetic;energisch, tatkräftig;The energetic child plays outside all day.;Das energiegeladene Kind spielt den ganzen Tag draußen.
enormous;enorm, riesig;They live in an enormous mansion.;Sie wohnen in einer riesigen Villa.
enough;genug;There is enough food for everyone.;Es gibt genug Essen für alle.
entire;ganz, vollständig;He read the entire book in one day.;Er hat das ganze Buch an einem Tag gelesen.
evil;böse;The villain in the story is purely evil.;Der Bösewicht in der Geschichte ist rein böse.
excited;aufgeregt;She is excited about the upcoming concert.;Sie ist aufgeregt wegen des bevorstehenden Konzerts.
experienced;erfahren;He is an experienced driver.;Er ist ein erfahrener Fahrer.
faithful;treu;The dog is faithful to its owner.;Der Hund ist seinem Besitzer treu.
fake;falsch, gefälscht;The painting turned out to be fake.;Das Gemälde stellte sich als Fälschung heraus.
fast;schnell;He runs fast in every race.;Er läuft in jedem Rennen schnell.
final;endgültig;The final decision is made today.;Die endgültige Entscheidung wird heute getroffen.
firm;fest;She gives a firm handshake.;Sie gibt einen festen Händedruck.
flat;flach, eben;The table surface is flat.;Die Oberfläche des Tisches ist flach.
foreign;fremd;She enjoys studying foreign cultures.;Sie lernt gerne fremde Kulturen kennen.
former;ehemalig;He is a former champion.;Er ist ein ehemaliger Champion.
free;frei, ungebunden;The tickets are free for all visitors.;Die Eintrittskarten sind für alle Besucher frei.
fresh;frisch;They buy fresh vegetables every morning.;Sie kaufen jeden Morgen frisches Gemüse.
friendly;freundlich;The staff is friendly and welcoming.;Das Personal ist freundlich und einladend.
full;voll;The glass is full of water.;Das Glas ist voll mit Wasser.
funny;lustig;The comedian tells a funny joke.;Der Komiker erzählt einen lustigen Witz.
genuine;wahr, echt;Her smile is genuine and warm.;Ihr Lächeln ist echt und warm.
glad;froh;He is glad to see his old friends.;Er ist froh, seine alten Freunde zu sehen.
good;gut;She feels good after her morning run.;Sie fühlt sich nach ihrem morgendlichen Lauf gut.
good-looking;gutaussehend;The actor is very good-looking.;Der Schauspieler ist sehr gutaussehend.
grateful;dankbar;They are grateful for the help they received.;Sie sind dankbar für die erhaltene Hilfe.
great;groß, großartig;The meal was great and satisfying.;Das Essen war großartig und sättigend.
greedy;gierig;He is greedy and always takes more than his share.;Er ist gierig und nimmt immer mehr als seinen Anteil.
green;grün;The park is full of green trees.;Der Park ist voller grüner Bäume.
half;halb;She eats half an apple every day.;Sie isst jeden Tag einen halben Apfel.
handsome;gutaussehend, attraktiv (männlich);The handsome man smiles charmingly.;Der gutaussehende Mann lächelt charmant.
happy;glücklich;She is happy with her new job.;Sie ist glücklich mit ihrem neuen Job.
hard;hart, fest, schwierig;The puzzle is hard to solve.;Das Puzzle ist schwer zu lösen.
hardworking;fleißig;He is hardworking and dedicated.;Er ist fleißig und engagiert.
healthy;gesund;They eat healthy food every day.;Sie essen jeden Tag gesundes Essen.
heavy;schwer;The box is heavy to lift.;Die Kiste ist schwer zu heben.
helpful;hilfsbereit;The guide is helpful during the tour.;Der Reiseführer ist während der Tour hilfsbereit.
helpless;hilflos;The kitten looks helpless without its mother.;Das Kätzchen wirkt ohne seine Mutter hilflos.
high;hoch;The building is high and impressive.;Das Gebäude ist hoch und beeindruckend.
honest;ehrlich;She is honest in all her dealings.;Sie ist in all ihren Geschäften ehrlich.
horrible;furchtbar;The food smells horrible.;Das Essen riecht furchtbar.
hot;heiß;The coffee is hot and steamy.;Der Kaffee ist heiß und dampfig.
huge;riesig;They bought a huge television.;Sie haben einen riesigen Fernseher gekauft.
human;menschlich;He shows a human side in his behavior.;Er zeigt eine menschliche Seite in seinem Verhalten.
impassive;teilnahmslos;She remains impassive during difficult conversations.;Sie bleibt in schwierigen Gesprächen teilnahmslos.
important;wichtig;Education is important for success.;Bildung ist wichtig für den Erfolg.
indifferent;desinteressiert, gleichgültig;He is indifferent to criticism.;Er ist gegenüber Kritik gleichgültig.
insecure;unsicher;She feels insecure about her performance.;Sie fühlt sich bezüglich ihrer Leistung unsicher.
interesting;interessant;The documentary is interesting and informative.;Die Dokumentation ist interessant und informativ.
international;international;The company operates on an international level.;Das Unternehmen arbeitet international.
just;gerecht;He is just and fair in his decisions.;Er ist gerecht und fair in seinen Entscheidungen.
kind;freundlich, nett;She is kind to everyone she meets.;Sie ist zu jedem, den sie trifft, freundlich.
large;groß;They live in a large, spacious house.;Sie wohnen in einem großen, geräumigen Haus.
late;spät;He often arrives late to meetings.;Er kommt oft zu spät zu den Besprechungen.
light;leicht, hell;The room is filled with light in the morning.;Der Raum ist am Morgen hell erleuchtet.
likely;wahrscheinlich;It is likely to rain this afternoon.;Es wird heute Nachmittag wahrscheinlich regnen.
little;klein, wenig;She has little time to finish her work.;Sie hat wenig Zeit, um ihre Arbeit zu beenden.
local;vor Ort, örtlich;He prefers to buy produce from local markets.;Er kauft lieber auf örtlichen Märkten ein.
long;lang;They enjoy a long walk every evening.;Sie machen jeden Abend einen langen Spaziergang.
low;niedrig;The cost of living in this area is low.;Die Lebenshaltungskosten in dieser Gegend sind niedrig.
main;haupt-;The main idea of the lecture was clear.;Die Hauptidee der Vorlesung war klar.
major;groß, hauptsächlich;This is a major breakthrough in science.;Das ist ein großer Durchbruch in der Wissenschaft.
many;viele;Many students attend the workshop.;Viele Studenten nehmen am Workshop teil.
medical;medizinisch;She wears medical gloves during the procedure.;Sie trägt medizinische Handschuhe während des Eingriffs.
modern;modern;They enjoy modern art at the museum.;Sie genießen moderne Kunst im Museum.
modest;bescheiden;He remains modest despite his success.;Er bleibt trotz seines Erfolgs bescheiden.
moist;feucht;The air is moist after the rain.;Die Luft ist nach dem Regen feucht.
more;mehr;She wants more information about the project.;Sie möchte mehr Informationen über das Projekt.
much;viel;There is much to learn in this course.;Es gibt viel zu lernen in diesem Kurs.
narrow;eng, schmal;The alley is narrow and hard to navigate.;Die Gasse ist eng und schwer zu durchqueren.
natural;natürlich;The park is known for its natural beauty.;Der Park ist für seine natürliche Schönheit bekannt.
necessary;notwendig;It is necessary to follow the guidelines.;Es ist notwendig, den Richtlinien zu folgen.
new;neu;He bought a new laptop yesterday.;Er hat gestern einen neuen Laptop gekauft.
next;nächste/r/s;She is the next speaker at the conference.;Sie ist die nächste Rednerin auf der Konferenz.
nice;nett;They live in a nice neighborhood.;Sie wohnen in einer netten Nachbarschaft.
noisy;laut, geräuschvoll;The street outside is very noisy at night.;Die Straße draußen ist nachts sehr laut.
official;offiziell;He received an official notice from the company.;Er erhielt eine offizielle Mitteilung von der Firma.
old;alt;The old building has a lot of history.;Das alte Gebäude hat viel Geschichte.
open;offen;The store is open from 9 to 5.;Das Geschäft ist von 9 bis 17 Uhr offen.
open-minded;aufgeschlossen, vorurteilsfrei;She is open-minded and welcomes new ideas.;Sie ist aufgeschlossen und begrüßt neue Ideen.
patient;geduldig;The teacher is patient with her students.;Die Lehrerin ist geduldig mit ihren Schülern.
personal;persönlich;He shared his personal experiences in the interview.;Er teilte seine persönlichen Erfahrungen im Interview.
physical;körperlich;Regular physical exercise is important for health.;Regelmäßige körperliche Bewegung ist wichtig für die Gesundheit.
pointed;spitz zulaufend;The pencil has a pointed tip for precise writing.;Der Bleistift hat eine spitz zulaufende Spitze für präzises Schreiben.
poisonous;giftig;Some berries in the forest are poisonous.;Einige Beeren im Wald sind giftig.
political;politisch;They often discuss political issues at dinner.;Sie diskutieren beim Abendessen oft über politische Themen.
poor;arm;Many poor families struggle to make ends meet.;Viele arme Familien kämpfen ums Überleben.
popular;beliebt;The new song is very popular among teenagers.;Das neue Lied ist bei Teenagern sehr beliebt.
positive;positiv;She always maintains a positive attitude.;Sie behält immer eine positive Einstellung.
possible;möglich;It is possible to finish the work by Friday.;Es ist möglich, die Arbeit bis Freitag zu beenden.
powerful;mächtig;The powerful engine drives the car fast.;Der mächtige Motor lässt das Auto schnell fahren.
pretty;hübsch (weiblich);She looks pretty in her new dress.;Sie sieht in ihrem neuen Kleid hübsch aus.
private;privat;He values his private time.;Er schätzt seine private Zeit.
professional;beruflich, fachmännisch;She is a professional photographer.;Sie ist eine professionelle Fotografin.
public;öffentlich, staatlich;The library is public and accessible to all.;Die Bibliothek ist öffentlich und für alle zugänglich.
punctual;pünktlich;He is always punctual for meetings.;Er ist bei Meetings immer pünktlich.
quiet;leise;The room is quiet and perfect for studying.;Der Raum ist ruhig und ideal zum Lernen.
rainy;regnerisch;It is a rainy day, so take an umbrella.;Es ist ein regnerischer Tag, also nimm einen Regenschirm mit.
ready;fertig, bereit;She is ready to start her new job.;Sie ist bereit, ihre neue Stelle anzutreten.
real;wirklich;This is a real opportunity you should not miss.;Dies ist eine wirkliche Gelegenheit, die du nicht verpassen solltest.
red;rot;The red apple looks delicious.;Der rote Apfel sieht köstlich aus.
reliable;zuverlässig;He is known as a reliable colleague.;Er ist als zuverlässiger Kollege bekannt.
religious;religiös;They attend a religious service every Sunday.;Sie besuchen jeden Sonntag einen Gottesdienst.
rich;reich;The rich businessman donated a large sum to charity.;Der reiche Geschäftsmann spendete eine große Summe für wohltätige Zwecke.
ridiculous;lächerlich;The idea seemed ridiculous at first.;Die Idee schien anfangs lächerlich.
rough;grob, rauh, uneben;The surface of the old table is rough.;Die Oberfläche des alten Tisches ist rau.
round;rund, rundlich;The table is round and perfect for small gatherings.;Der Tisch ist rund und ideal für kleine Zusammenkünfte.
rude;unhöflich;It is rude to interrupt someone while they are speaking.;Es ist unhöflich, jemanden beim Sprechen zu unterbrechen.
safe;sicher;The neighborhood is safe and peaceful.;Die Nachbarschaft ist sicher und friedlich.
self-confident;selbstbewusst;She is self-confident in her abilities and decisions.;Sie ist sich ihrer Fähigkeiten und Entscheidungen selbstbewusst.
self-conscious;befangen, gehemmt;He feels self-conscious when speaking in public.;Er fühlt sich unwohl, wenn er vor Publikum spricht.
serious;ernst;The conversation turned serious quickly.;Das Gespräch wurde schnell ernst.
sharp;spitz, scharf, schrill;Be careful with that sharp knife.;Sei vorsichtig mit diesem scharfen Messer.
short;kurz;Her explanation was short and to the point.;Ihre Erklärung war kurz und prägnant.
significant;bedeutsam;This achievement is significant for her career.;Dieser Erfolg ist bedeutsam für ihre Karriere.
similar;ähnlich;These two designs are very similar.;Diese beiden Entwürfe sind sehr ähnlich.
simple;einfach;The instructions are simple and easy to follow.;Die Anweisungen sind einfach und leicht zu befolgen.
single;einzeln;He prefers to work in a single room.;Er arbeitet lieber in einem Einzelzimmer.
slow;langsam;The computer runs slow when too many programs are open.;Der Computer läuft langsam, wenn zu viele Programme geöffnet sind.
small;klein;They live in a small apartment in the city.;Sie wohnen in einer kleinen Wohnung in der Stadt.
smart;klug;She is smart and always finds a solution.;Sie ist klug und findet immer eine Lösung.
snowy;verschneit;It is a snowy morning, perfect for a winter walk.;Es ist ein verschneiter Morgen, ideal für einen Winterspaziergang.
social;gesellschaftlich;He is very social and loves to meet new people.;Er ist sehr gesellig und liebt es, neue Leute zu treffen.
soft;weich, sanft;The blanket is soft and warm.;Die Decke ist weich und warm.
sour;sauer;The lemon tastes very sour.;Die Zitrone schmeckt sehr sauer.
southern;südlich;They travel to southern regions during the summer.;Sie reisen im Sommer in südliche Regionen.
special;speziell;She received a special gift on her birthday.;Sie erhielt ein spezielles Geschenk zu ihrem Geburtstag.
specific;bestimmt, gezielt;He has a specific goal in mind.;Er hat ein bestimmtes Ziel vor Augen.
steep;steil;The mountain trail is very steep and challenging.;Der Wanderweg am Berg ist sehr steil und anspruchsvoll.
still;still;The water in the lake is still and calm this morning.;Das Wasser im See ist heute Morgen still und ruhig.
stormy;stürmisch;The weather turned stormy in the afternoon.;Das Wetter wurde am Nachmittag stürmisch.
straight;gerade;The road ahead is straight and clear.;Die Straße vor uns ist gerade und frei.
strong;stark, kräftig, stabil;He has strong muscles from regular workouts.;Er hat starke Muskeln durch regelmäßiges Training.
stupid;dumm;It was a stupid mistake to forget the keys.;Es war ein dummer Fehler, die Schlüssel zu vergessen.
successful;erfolgreich;She is a successful entrepreneur in her field.;Sie ist eine erfolgreiche Unternehmerin in ihrem Bereich.
sunny;sonnig;It is a sunny day, perfect for a picnic.;Es ist ein sonniger Tag, ideal für ein Picknick.
superficial;oberflächlich;His understanding of the topic is superficial.;Sein Verständnis des Themas ist oberflächlich.
sure;sicher, gewiss;I am sure that this is the right answer.;Ich bin mir sicher, dass dies die richtige Antwort ist.
sweet;süß;The candy is sweet and enjoyable.;Das Bonbon ist süß und genussvoll.
sympathetic;mitfühlend, verständnisvoll;She is sympathetic towards her friend’s troubles.;Sie zeigt Mitgefühl für die Probleme ihrer Freundin.
tall;groß (z. B. Körpergröße);The tall man stood out in the crowd.;Der große Mann stach in der Menge hervor.
tender;zart, weich;The meat is tender and melts in your mouth.;Das Fleisch ist zart und zergeht im Mund.
terrible;furchtbar, schrecklich;The news was terrible and shocked everyone.;Die Nachrichten waren furchtbar und schockierten alle.
thick;dick;The book is thick with over 500 pages.;Das Buch ist dick mit über 500 Seiten.
thin;dünn;She wears a thin jacket in the spring.;Sie trägt im Frühling eine dünne Jacke.
thrilling;spannend;The roller coaster ride was thrilling from start to finish.;Die Achterbahnfahrt war von Anfang bis Ende spannend.
tidy;aufgeräumt, ordentlich;Her room is tidy and well-organized.;Ihr Zimmer ist aufgeräumt und gut organisiert.
tiny;winzig klein;The insect is tiny and almost invisible.;Das Insekt ist winzig und fast unsichtbar.
tired;müde;He feels tired after a long day at work.;Er fühlt sich nach einem langen Arbeitstag müde.
total;gesamt, völlig, gänzlich;The total number of students is fifty.;Die Gesamtzahl der Schüler beträgt fünfzig.
tough;rauh, zäh, hart;The steak is tough.;Das Steak ist zäh.
true;wahr;The statement is true.;Die Aussage ist wahr.
trustworthy;vertrauenswürdig;He is a trustworthy friend.;Er ist ein vertrauenswürdiger Freund.
ugly;hässlich;The old house is ugly.;Das alte Haus ist hässlich.
uneducated;ungebildet;The man is uneducated.;Der Mann ist ungebildet.
unhealthy;ungesund;The food is unhealthy.;Das Essen ist ungesund.
unjust;ungerecht;The decision is unjust.;Die Entscheidung ist ungerecht.
unlike;ungleich;Her style is unlike his.;Ihr Stil ist ungleich seinem.
valuable;wertvoll;The antique vase is valuable.;Die antike Vase ist wertvoll.
various;verschiedenartig;There are various books on the shelf.;Es gibt verschiedene Bücher im Regal.
warm;warm;The soup is warm.;Die Suppe ist warm.
weak;schwach, kraftlos;He feels weak after the workout.;Er fühlt sich nach dem Training schwach.
western;westlich;They watch western movies.;Sie schauen Westernfilme.
wet;nass;The ground is wet after the rain.;Der Boden ist nach dem Regen nass.
white;weiß;She wears a white dress.;Sie trägt ein weißes Kleid.
whole;ganz, vollständig;He ate the whole cake.;Er aß den ganzen Kuchen.
wide;breit;The road is wide and straight.;Die Straße ist breit und gerade.
windy;windig;It is very windy today.;Es ist heute sehr windig.
wonderful;wunderbar;The concert was wonderful.;Das Konzert war wunderbar.
wrong;falsch;That answer is wrong.;Diese Antwort ist falsch.
yellow;gelb;The sunflower is yellow.;Die Sonnenblume ist gelb.
young;jung;The young girl enjoys reading.;Das junge Mädchen liest gerne.
youthful;jugendlich;She has a youthful spirit.;Sie hat einen jugendlichen Geist.
about;etwa, ungefähr, circa;There are about ten people in the room.;Es sind etwa zehn Leute im Raum.
above;darüber, oberhalb;The picture hangs above the fireplace.;Das Bild hängt über dem Kamin.
according to;gemäß, zufolge, laut;According to the weather forecast, it will rain.;Laut der Wettervorhersage wird es regnen.
actually;tatsächlich;She is actually a talented singer.;Sie ist tatsächlich eine talentierte Sängerin.
after;nach, hinterher;We will have lunch after the meeting.;Wir werden nach der Besprechung zu Mittag essen.
again;wieder, noch einmal;He reads the book again.;Er liest das Buch noch einmal.
against;gegen;They voted against the proposal.;Sie stimmten gegen den Vorschlag.
ago;vor;She moved here two years ago.;Sie zog vor zwei Jahren hierher.
ahead;voran, voraus;He ran ahead of the others.;Er rannte vor den anderen her.
all;alle, alles, völlig, ganz;All students must attend the class.;Alle Schüler müssen am Unterricht teilnehmen.
almost;fast;The glass is almost full.;Das Glas ist fast voll.
already;schon;She has already finished her homework.;Sie hat ihre Hausaufgaben schon fertig.
also;auch;He also likes to play tennis.;Er spielt auch gerne Tennis.
although;obwohl;Although it is cold, she wears a dress.;Obwohl es kalt ist, trägt sie ein Kleid.
always;immer;He always arrives on time.;Er kommt immer pünktlich an.
among;unter, inmitten;The secret is known among the friends.;Das Geheimnis ist unter den Freunden bekannt.
and;und;She likes apples and oranges.;Sie mag Äpfel und Orangen.
another;noch einer;May I have another cup of tea?;Darf ich noch eine Tasse Tee haben?
anyone;irgendjemand;Is anyone available to help?;Ist irgendjemand verfügbar, um zu helfen?
anything;irgendetwas;You can choose anything from the menu.;Du kannst irgendetwas von der Speisekarte wählen.
around;herum, ungefähr;There are many trees around the park.;Es gibt viele Bäume rund um den Park.
as;so, wie, genauso;She sings as beautifully as a nightingale.;Sie singt so schön wie eine Nachtigall.
because;weil;He is happy because he passed the exam.;Er ist glücklich, weil er die Prüfung bestanden hat.
before;vorher;Finish your work before you leave.;Beende deine Arbeit, bevor du gehst.
behind;hinter;The cat is hiding behind the curtain.;Die Katze versteckt sich hinter dem Vorhang.
better;besser;It is better to ask questions.;Es ist besser, Fragen zu stellen.
between;zwischen;The ball is between the two chairs.;Der Ball liegt zwischen den beiden Stühlen.
beyond;jenseits von;The mountains lie beyond the river.;Die Berge liegen jenseits des Flusses.
both;beide;Both of them are good students.;Beide von ihnen sind gute Schüler.
but;aber;I like tea but not coffee.;Ich mag Tee, aber nicht Kaffee.
certainly;sicherlich, gewiss;She will certainly come to the party.;Sie wird sicherlich zur Party kommen.
despite;trotz;Despite the rain, we went for a walk.;Trotz des Regens gingen wir spazieren.
down;unten, hinunter;The cat climbed down from the tree.;Die Katze kletterte vom Baum herunter.
during;während;She reads during her lunch break.;Sie liest während ihrer Mittagspause.
each;jede/r/s;Each student must submit their assignment.;Jeder Schüler muss seine Aufgabe einreichen.
especially;besonders;I love summer, especially the long days.;Ich liebe den Sommer, besonders die langen Tage.
even;sogar;He can even run fast.;Er kann sogar schnell laufen.
ever;jemals;Have you ever been to Paris?;Warst du jemals in Paris?
every;jede/r/s;Every day brings new opportunities.;Jeder Tag bringt neue Möglichkeiten.
exactly;genau;That is exactly what I meant.;Das ist genau, was ich meinte.
far;weit;The store is far from here.;Das Geschäft ist weit von hier entfernt.
few;wenige;Few people know the secret.;Wenige Leute kennen das Geheimnis.
finally;endlich, schließlich;We finally reached our destination.;Wir haben endlich unser Ziel erreicht.
first;zuerst;First, we need to buy tickets.;Zuerst müssen wir Karten kaufen.
forward;vorwärts;Step forward when your name is called.;Tritt vor, wenn dein Name aufgerufen wird.
from;von, aus;She comes from a small town.;Sie kommt aus einer kleinen Stadt.
general;allgemein;In general, cats are independent.;Im Allgemeinen sind Katzen unabhängig.
here;hier;Come here and sit down.;Komm hierher und setz dich.
how;wie;How do you make this dish?;Wie machst du dieses Gericht?
however;jedoch;It was raining; however, we enjoyed the walk.;Es regnete; jedoch haben wir den Spaziergang genossen.
if;wenn, falls;If it rains, we will stay indoors.;Wenn es regnet, bleiben wir drinnen.
including;einschließlich, inklusive;The tour is free, including lunch.;Die Tour ist kostenlos, inklusive Mittagessen.
indeed;in der Tat, allerdings;It is indeed a beautiful day.;Es ist in der Tat ein schöner Tag.
inside;innen;Please come inside the building.;Bitte komm ins Gebäude hinein.
instead of;anstatt;She chose tea instead of coffee.;Sie wählte Tee anstatt Kaffee.
into;hinein;He walked into the room quietly.;Er ging leise in den Raum hinein.
left;links;Turn left at the next corner.;Biege an der nächsten Ecke links ab.
maybe;vielleicht;Maybe we will go to the beach tomorrow.;Vielleicht gehen wir morgen an den Strand.
near;nah, in der Nähe;The store is near my house.;Das Geschäft ist in der Nähe meines Hauses.
nearly;beinahe, fast;It is nearly time to leave.;Es ist fast Zeit zu gehen.
never;nie;He never eats vegetables.;Er isst nie Gemüse.
no;nein;No, I do not want any dessert.;Nein, ich möchte keinen Nachtisch.
none;keine/r/s;None of the cookies are left.;Keine der Kekse ist übrig.
not;nicht;She is not ready yet.;Sie ist noch nicht bereit.
nothing;nichts;There is nothing in the box.;In der Schachtel ist nichts.
now;jetzt;We need to leave now.;Wir müssen jetzt gehen.
obviously;offenbar, offensichtlich;He is obviously upset.;Er ist offensichtlich verärgert.
of;von, an, aus;The cover of the book is red.;Das Cover des Buches ist rot.
often;oft;She often visits her grandparents.;Sie besucht oft ihre Großeltern.
on;an, auf, in;The lamp is on.;Die Lampe ist an.
once;einmal;I have been there once.;Ich war einmal dort.
only;nur;There is only one cookie left.;Es ist nur noch ein Keks übrig.
onto;auf;The cat jumped onto the sofa.;Die Katze sprang auf das Sofa.
or;oder;Do you want tea or coffee?;Möchtest du Tee oder Kaffee?
others;andere;Some students like math, while others prefer science.;Einige Schüler mögen Mathematik, während andere Naturwissenschaft bevorzugen.
out;aus;He went out for a walk.;Er ging zum Spazierengehen hinaus.
outside;draußen;The children are playing outside.;Die Kinder spielen draußen.
over;über, vorbei;The bird flew over the house.;Der Vogel flog über das Haus.
overall;insgesamt;Overall, the project was a success.;Insgesamt war das Projekt ein Erfolg.
particularly;besonders;I especially like chocolate cake, particularly the dark kind.;Ich mag besonders Schokoladenkuchen, besonders die dunkle Sorte.
past;vergangen, vorbei;We walked past the museum.;Wir gingen am Museum vorbei.
perhaps;vielleicht;Perhaps we will visit tomorrow.;Vielleicht besuchen wir es morgen.
present;gegenwärtig;She is present in the meeting.;Sie ist bei der Besprechung anwesend.
probably;wahrscheinlich;It will probably rain today.;Es wird heute wahrscheinlich regnen.
quickly;schnell;He runs quickly in the race.;Er läuft im Rennen schnell.
quite;ziemlich;The exam was quite difficult.;Die Prüfung war ziemlich schwierig.
rather;lieber;I would rather read a book than watch TV.;Ich würde lieber ein Buch lesen als fernzusehen.
really;wirklich;I really enjoy this music.;Ich genieße diese Musik wirklich.
recently;kürzlich;She recently moved to a new city.;Sie ist kürzlich in eine neue Stadt gezogen.
right;rechts, richtig;Turn right at the intersection.;Biege an der Kreuzung rechts ab.
same;gleich;They wear the same uniforms at work.;Sie tragen bei der Arbeit die gleichen Uniformen.
senior;ältere/r/s;The senior students mentor the juniors.;Die älteren Schüler betreuen die jüngeren.
several;einige;He owns several books on history.;Er besitzt mehrere Bücher über Geschichte.
since;seit, weil;She has lived here since 2010.;Sie lebt hier seit 2010.
some;einige;Some people prefer tea over coffee.;Einige Leute bevorzugen Tee statt Kaffee.
something;etwas;I need something to drink.;Ich brauche etwas zu trinken.
sometimes;manchmal;Sometimes, I walk to work.;Manchmal gehe ich zu Fuß zur Arbeit.
soon;bald;We will leave soon.;Wir werden bald gehen.
suddenly;plötzlich;The car stopped suddenly.;Das Auto stoppte plötzlich.
than;als;She is taller than her brother.;Sie ist größer als ihr Bruder.
that;dass;I believe that honesty is important.;Ich glaube, dass Ehrlichkeit wichtig ist.
then;dann, danach, damals;He finished his work, then he went home.;Er beendete seine Arbeit, dann ging er nach Hause.
there;da, dort;There is a park near my house.;Da ist ein Park in der Nähe meines Hauses.
